id	description	lat_lng	proposal_id	date_added
735f1493-62a1-41ab-9135-3eae46a0e307	approximately 60 protein samples will be prepared from SDS-PAGE gels. the starting material will come from nuclei extracted from developing Drosophila melanogaster embryos.	{"lat":37.8409,"lon":122.1089}	61490	2024-07-09 09:38:41.692-07
427ad52b-6e95-4a84-bc0d-abb4c61ca84b	Dissolved Organic Matter	{"lat":44.954445,"lon":-93.091301}	61489	2024-07-09 09:30:27.734-07
5a7c34e2-f3a9-4a7f-9ad8-1a93d4cb740b	120 plant exudate samples from CO, USA	{"lat":40.810345647648745,"lon":-104.77903340203}	61488	2024-07-09 09:20:37.584-07
fdd1b1d4-8a92-4e61-b144-2bce876ad734	Soils	{"lat":40,"lon":105}	61486	2024-07-09 08:43:31.834-07
00b4681a-2d11-48f7-82ec-5d6282e442e8	Organic amenddments	{"lat":40,"lon":105}	61486	2024-07-09 08:43:31.75-07
9461ebbf-718f-416b-a5e8-e4b7fbc28cb6	Polyvinylidene fluoride (PVDF)	{"lat":42,"lon":76}	61482	2024-07-09 07:22:40.485-07
3db7bb75-32d3-4f22-b7ea-ae3c165fd2ca	Salt solution	{"lat":52.0406,"lon":0.7594}	61481	2024-07-09 07:03:15.553-07
534aa9f1-9b33-4adf-a4ba-4461beed52df	grassland soils from California	{"lat":38.27856399191133,"lon":121.82443646958882}	61475	2024-07-08 18:55:54.761-07
c4e2dc95-7d32-4bb0-916a-9dea694b7d9d	48 TerraForms micromodels inoculated with amoeba and bacteria and incubated	{"lat":46.35,"lon":-119.28}	61473	2024-07-08 16:50:29.648-07
f8dc8e58-adfc-4214-b344-9d4d3e688bc3	Soil thin sections	{"lat":58,"lon":-134}	61468	2024-07-08 15:00:44.579-07
21b1ca3d-9812-4e71-bef8-fa5703d0dab9	Bulk soil samples (< 2 mm)	{"lat":58,"lon":134}	61468	2024-07-08 15:00:44.676-07
6b1b0f54-cb74-431a-acad-d808732b9a86	Dual or tripartite synthetic lichen constructed using microbes collected from lichens in North-Eastern United States	{"lat":41.310726,"lon":-72.929916}	61463	2024-07-08 13:34:56.905-07
b1ec2742-116f-4c4e-b24e-89dc69b36ef3	stream sediment samples from Alaska	{"lat":67.37455,"lon":-160.42536}	61461	2024-07-08 11:30:41.009-07
68c3a889-ed8b-4c5e-816b-40416c0c7802	Soil and plant samples 	{"lat":90,"lon":180}	61458	2024-07-08 09:06:54.264-07
9d833c04-0a4e-48e6-af4c-ef08ab09dbd7	Intact soil cores from 3 different depths (0-10cm, 40-50cm, and 90-100cm) from different land uses in the Amazon rainforest. A total of 48 samples will be submitted to EMSL for analyses. Permits from federal agencies (Brazilian and US) have already been obtained.	{"lat":10.1718,"lon":62.7876}	61457	2024-07-08 04:14:02.238-07
71539339-ea05-4676-b5c3-fcff59f55b9e	aerosol particles generated from biomass burning combustion chamber	{"lat":46.3451,"lon":119.2792}	61456	2024-07-07 16:31:08.245-07
a6081c24-e3aa-4953-81a0-e741554377cd	Wollastonite 100g	{"lat":44.36,"lon":-73.41}	61451	2024-07-05 07:39:38.852-07
28f3343e-086e-4594-ae94-8b1394df72ed	Illite (clay mineral) 100g	{"lat":40.11,"lon":-87.88}	61451	2024-07-05 07:39:38.775-07
ea154a97-10f1-422b-b858-af318380b765	calcite	{"lat":40,"lon":-70}	61451	2024-07-05 07:39:38.909-07
35d63a39-799b-4fd8-80d4-78c85fb694fc	Bacillus subtilis NCIB 3610 ∆epsA ∆etasA	{"lat":40.42,"lon":-86.91}	61451	2024-07-05 07:39:39.04-07
a0b275d6-590c-4d68-9f55-928d898d5ffe	soil samples	{"lat":49.24966,"lon":-123.11934}	61449	2024-07-05 02:18:18.304-07
4d1b28d2-7517-4477-bfd4-51297e4d5cfd	protein samples overexpressed using an E. coli host strain	{"lat":39,"lon":-85}	61448	2024-07-04 11:58:38.905-07
0dc104d9-d394-45fc-b027-bdfb9b517b68	Soil Samples from Humboldt CA	{"lat":41.06373,"lon":-124.101578}	61445	2024-07-02 15:31:39.68-07
3a91a5e3-f471-4513-ba64-2bae8170541b	Soil samples from Point Reyes, CA	{"lat":38.0582,"lon":-122.87928}	61445	2024-07-02 15:31:39.865-07
07cb7c1b-99f7-45ad-ba1d-f1acef5570c0	Soil samples from Channel Islands, CA	{"lat":34.015613,"lon":-124.10157}	61445	2024-07-02 15:31:39.776-07
b2fa1c4a-8160-4f30-8c0c-4060e9497776	Soil Samples will be collected from Monei Bay region in Maryland	{"lat":38.1237,"lon":75.4814}	61444	2024-07-02 14:45:35.864-07
a47784f8-76ee-4aac-94bf-adf29f6cf4e9	Soil samples will be collected from the Monie Bay region in Monie Bay, Maryland, USA	{"lat":78.1237,"lon":75.4814}	61444	2024-07-02 14:45:35.783-07
1e9e35bf-1a1f-443d-a8c0-e387e46dc3a7	Soil samples obtained from 15.0 cm to 25 cm depths of the rhizosphere of six Switchgrass genotypes.	{"lat":90,"lon":180}	61443	2024-07-02 13:34:11.599-07
a394722d-ccc6-4915-97b4-33a8e8223b9e	Soil samples will be collected from Switchgrass and Organic fields located in the research farm at the University of Maryland Eastern shore, Princess Ann, Md. 	{"lat":38.2102,"lon":75.6848}	61443	2024-07-02 13:34:11.686-07
f639396c-068b-4609-8754-c780a403ed8b	Fungal extracts	{"lat":46.2804,"lon":119.2752}	61441	2024-07-02 11:27:50.086-07
7749762d-e446-48f0-a484-5c1979941325	Soil Samples 	{"lat":44.2295729,"lon":-122.123995}	61440	2024-07-01 16:36:33.916-07
9c42d725-8f83-4085-be31-bc6dd1e2d2be	Soil samples collected from the vicinity of sorghum roots of different genotypes growing in Pacific Southwest cropland in Davis, CA.	{"lat":38.5269,"lon":-121.7725}	61439	2024-07-01 12:07:42.062-07
1a7d53ea-6911-4b15-a2fb-5ea5e71948d1	Major sites associated with Dryland Critical Zone Collaborative Network (CZCN) across three different states (New Mexico, Texas, and Idaho). Sites vary based on geomorphology (piedmont vs. playa), land use (natural vs. irrigated agriculture), and climate (hot vs. cold desert). Ecoregion and land use are as follows: New Mexico - Desert Southwest, Grass/shrub Texas - Desert Southwest, Cropland Idaho - Great Basin, Grass/shrub and cropland	{"lat":32.3458,"lon":-106.3833}	61438	2024-07-01 10:34:30.94-07
bf516964-dcc9-44ed-8248-f728c85c210c	Intact soil cores and corresponding surface soil samples from Michigan center	{"lat":44,"lon":-85}	61437	2024-06-30 13:22:47.275-07
54cec498-285c-42a7-a520-81553a7f8904	trisodium phosphate in water	{"lat":46.28,"lon":119.27}	61436	2024-06-26 12:13:08.904-07
0b489a41-3ce8-40f5-8459-e91214deda38	sodium pyrophosphate in water	{"lat":46.28,"lon":119.27}	61436	2024-06-26 12:13:08.985-07
8c34a2ee-fde7-410f-981b-7a2451c9013b	8 soil sample sets from Desert Southwest rangeland 	{"lat":32.55582,"lon":110.84096}	61435	2024-06-26 12:07:40.925-07
95c66f2a-2d62-418f-9494-427d5b12bc61	Soil samples taken from a simulated wildfire experiment including control samples from unburned areas as well as samples from low-intensity (background fuel conditions) and high-intensity (added fuel conditions) from a longleaf pine savanna in SC where an experimental burn took place in May 2024	{"lat":33,"lon":-81}	61433	2024-06-26 09:22:53.226-07
d56d8fe3-ea00-4cad-839f-2746d3293030	Soil samples from Michigan	{"lat":42.4764,"lon":85.4519}	61432	2024-06-26 09:09:32.666-07
b58ee8e8-10ee-431f-9eca-5b60687a330a	Wetland soils from Michigan peatlands (Great Lakes ecoregion)	{"lat":42.1763,"lon":-85.6004}	61431	2024-06-26 08:58:34.48-07
d017527d-5544-4d4a-b28e-a7d6d0b0bf48	Southeast wetland tree cover	{"lat":33.1,"lon":-79.8}	61430	2024-06-26 08:42:45.759-07
96d9baa5-5702-44ac-a20a-ff86a5eb3117	Great Lakes Cropland	{"lon":-87.1877,"lat":45.7627}	61429	2024-06-25 11:24:13.595-07
a3b20df7-a6fb-4ade-9723-f046f17d252a	Soil from Pacific Southwest Cropland	{"lat":37.5457,"lon":-121.2401}	61428	2024-06-24 15:45:25.819-07
f45af111-830d-4666-8876-92bcf7a4696e	Soil from Pacific Southwest Cropland	{"lat":37.5461,"lon":-121.2417}	61428	2024-06-24 15:45:25.876-07
a9234e24-10d7-4dc1-a521-5fd29465530e	Soil from Pacific Southwest Cropland	{"lat":37.5487,"lon":-121.2414}	61428	2024-06-24 15:45:26.042-07
1b70b97d-ef17-4a16-90c5-6a70a38b18b0	Soil from Pacific Southwest Cropland	{"lat":37.5478,"lon":-121.2421}	61428	2024-06-24 15:45:25.99-07
542ad219-63de-4df8-8655-f3f8e1bd87bc	Soil from Pacific Southwest Cropland	{"lat":37.5444,"lon":-121.2413}	61428	2024-06-24 15:45:25.665-07
e862d859-a975-40df-9615-73a49a79dd3a	Soil from Pacific Southwest Cropland	{"lat":37.5496,"lon":-121.2408}	61428	2024-06-24 15:45:26.095-07
15789b13-e574-497f-81a5-53f3dc018a59	Soil from Pacific Southwest Cropland	{"lat":37.5449,"lon":-121.24}	61428	2024-06-24 15:45:25.757-07
9bfc98ac-d5d7-4dd7-be9a-3787b529a939	Soil from Pacific Southwest Cropland	{"lat":37.5479,"lon":-121.2406}	61428	2024-06-24 15:45:25.938-07
673e9116-a529-4006-9e19-599995aecc47	Pacific Southwest Cropland	{"lat":37.5461,"lon":-121.2417}	61426	2024-06-21 10:15:38.035-07
3bc22ecd-9170-4e03-930a-7b2802ee0e07	Pacific Southwest Cropland	{"lat":37.5487,"lon":-121.2414}	61426	2024-06-21 10:15:38.256-07
d02a33fd-64e9-46c8-a409-49aa6a7f9dfc	Pacific Southwest Cropland	{"lat":37.5496,"lon":-121.2408}	61426	2024-06-21 10:15:38.313-07
96662779-d2cf-4be7-84b2-25d50e7b2c38	Pacific Southwest Cropland	{"lat":37.5449,"lon":-121.24}	61426	2024-06-21 10:15:37.868-07
3be8d3b5-41cf-47f0-a020-1d9918a555c9	Pacific Southwest Cropland	{"lat":37.5479,"lon":-121.2406}	61426	2024-06-21 10:15:38.123-07
5443237d-1ec1-4325-9313-af1a7359d01e	Pacific Southwest Cropland	{"lat":37.5444,"lon":-121.2413}	61426	2024-06-21 10:15:37.767-07
3f61b0b9-1687-437a-aa3f-936103cce640	Pacific Southwest Cropland	{"lat":37.5457,"lon":-121.2401}	61426	2024-06-21 10:15:37.948-07
d28b7318-51cf-4280-98fc-9c6e49970c0b	Pacific Southwest Cropland	{"lat":37.5478,"lon":-121.2421}	61426	2024-06-21 10:15:38.195-07
b0326a16-f4fd-4d86-b37e-0aff4da79100	Northeast Tree Cover Native 8	{"lat":43.1546,"lon":-77.525}	61425	2024-06-13 10:52:10.405-07
cc5410ec-b460-4d54-9763-16f1a835dbfe	Northeast Tree Cover Knotweed 3	{"lat":43.1882,"lon":-77.8844}	61425	2024-06-13 10:52:10.061-07
5be52dc5-d38f-4ae6-b2c9-a700b546950a	Northeast Tree Cover Knotweed 7	{"lat":43.1542,"lon":-77.5252}	61425	2024-06-13 10:52:10.354-07
4a1e48ac-698d-4393-820c-f7bd89cc2c4e	Northeast Tree Cover Native 4	{"lat":43.1877,"lon":-77.8845}	61425	2024-06-13 10:52:10.146-07
c7b14ac3-ba4a-4012-af18-7a88f98c4546	Northeast Tree Cover Native 6	{"lat":43.1321,"lon":-77.5233}	61425	2024-06-13 10:52:10.302-07
333b09dc-3607-4c54-af8a-3dd271c40c50	Northeast Tree Cover Knotweed 5	{"lat":43.1326,"lon":-77.5235}	61425	2024-06-13 10:52:10.219-07
d27a6559-0481-4dec-b8d2-22946406efcc	Northeast Tree Cover Native 2	{"lat":43.0914,"lon":-77.9754}	61425	2024-06-13 10:52:09.967-07
57d09791-b5de-4d7e-9047-393ad8d5e24e	Northeast Tree Cover Knotweed 1	{"lat":43.0912,"lon":-77.9759}	61425	2024-06-13 10:52:09.871-07
f101e775-91b7-4a91-80b5-957f43dbcd8d	Soils from eight plots in Auburn University's Old Rotation Experiment	{"lat":32.593569,"lon":-85.48566}	61424	2024-06-12 15:26:35.197-07
179da703-6bb8-4816-82a2-e5e1b4f8d00d	urban_valley_northeast_urban_developed_1	{"lat":42.255146,"lon":-71.840177}	61422	2024-06-11 09:06:46.177-07
a1e42244-22a6-4a64-b4dc-0144a305f87e	urban_ridgetop_northeast_urban_developed_1	{"lat":42.269582,"lon":-71.85959}	61422	2024-06-11 09:06:46.105-07
3e89e3f7-ecf9-42b0-b0c6-02ff04bd964e	rural_valley_northeast_tree_cover_1	{"lat":42.516705,"lon":-72.209862}	61422	2024-06-11 09:06:45.568-07
10039743-fa6e-4efe-8908-619a8707bb68	suburban_ridgetop_northeast_tree_cover_1	{"lat":42.286523,"lon":-71.863922}	61422	2024-06-11 09:06:45.971-07
13366fe0-ffa9-4c88-ac62-62710ff41376	urban_slope_northeast_urban_developed_1	{"lat":42.263463,"lon":-71.855653}	61422	2024-06-11 09:06:46.044-07
cab7c7b3-7e4f-49b4-8d01-c0872d61ca65	rural_slope_northeast_tree_cover_1	{"lat":42.51536,"lon":-72.218402}	61422	2024-06-11 09:06:45.67-07
c640b117-2d5c-4c9c-83b4-176c678b0caf	suburban_slope_northeast_tree_cover_1	{"lat":42.48665,"lon":-71.863514}	61422	2024-06-11 09:06:45.904-07
7a1016af-21e0-4a6c-931f-233c885dcc5f	suburban_valley_northeast_tree_cover_1	{"lat":42.286325,"lon":-71.856159}	61422	2024-06-11 09:06:45.834-07
9a977a0d-cde8-48bb-8478-4a363dc41857	rural_ridgetop_northeast_tree_cover_1	{"lat":42.515313,"lon":-72.21866}	61422	2024-06-11 09:06:45.741-07
65e73058-f078-4fd3-b657-92cbf9a98c2b	cell-free expressed proteins	{"lat":46.3451,"lon":119.2792}	61394	2024-04-01 19:54:45.805-07
fd6dc2c2-74c4-4411-9a87-6678fcbe8af6	Samples for Mass spectrometry	{"lat":46.2055,"lon":119.1642}	61387	2024-06-06 16:05:33.077-07
8533514c-fbd4-48cd-94b8-eb1c120dd7d2	Aerosol particles on TTEM films for microscopy analysis	{"lat":46.2055,"lon":119.1642}	61387	2024-04-01 16:48:22.57-07
ce49fdf0-6b39-4010-a149-f6536a7d483e	Poplar plant-root-fungal interaction samples	{"lat":46.349049,"lon":-119.277678}	61402	2024-06-06 15:44:41.971-07
2d1e38a4-8628-42e3-b835-d5ef9bdb5707	Aim 3: field root exudates	{"lat":46.289871597252166,"lon":-119.74677085665034}	61368	2024-06-06 13:27:04.57-07
a3f62201-dfca-4bcf-9b2e-8d039b57dd31	Bromus tectorum plants grown from seed obtained from GRIN and from local harvesting on Badger Mountain	{"lat":46.23,"lon":119.31}	61421	2024-06-06 10:01:34.175-07
9cc50ce3-cc68-4a66-946b-12f693a21df1	San Diego County high-intensity burn soils (2 x 30 cm, 4 x 10cm deep) 	{"lat":33.1489,"lon":-117.1787}	61420	2024-06-06 08:42:02.287-07
32e21ca6-c62a-4039-8f26-9300cc5b191b	San Diego County high-intensity burn soils (2 x 30 cm, 4 x 10cm deep) 	{"lat":33.1487,"lon":-117.1787}	61420	2024-06-06 08:42:02.229-07
c079fab9-63e2-4b4f-9acb-27c8d6e74a73	San Diego County low-intensity burn soils (2 x 30 cm, 4 x 10cm deep) 	{"lat":33.1497,"lon":-117.1794}	61420	2024-06-06 08:42:01.968-07
00a909c3-60ed-495d-99da-05c05d6dc42a	San Diego County unburned soils (2 x 30 cm, 4 x 10cm deep) 	{"lat":33.1499,"lon":-117.1788}	61420	2024-06-06 08:42:02.504-07
4f5c0b54-2dc3-43d1-a0a6-31d244bb3e72	San Diego County low-intensity burn soils (2 x 30 cm, 4 x 10cm deep) 	{"lat":33.1489,"lon":-117.1793}	61420	2024-06-06 08:42:02.098-07
6ba3ee7d-a43c-42bf-8ccc-b7fe2b36f176	San Diego County low-intensity burn soils (2 x 30 cm, 4 x 10cm deep) 	{"lat":33.1486,"lon":-117.1792}	61420	2024-06-06 08:42:02.169-07
0f319b41-a310-4e84-b7f3-62b15d332c17	San Diego County high-intensity burn soils (2 x 30 cm, 4 x 10cm deep) 	{"lat":33.1492,"lon":-117.1786}	61420	2024-06-06 08:42:02.348-07
74b82d4f-254f-4ed8-b388-f9fec319b65e	San Diego County unburned soils (2 x 30 cm, 4 x 10cm deep) 	{"lat":33.1501,"lon":-117.1786}	61420	2024-06-06 08:42:02.561-07
1f8d7e1f-a607-49ec-8b96-8641bd028f8d	San Diego County unburned soils (2 x 30 cm, 4 x 10cm deep) 	{"lat":33.1495,"lon":-117.1789}	61420	2024-06-06 08:42:02.435-07
deeb38ab-c006-4d9d-b576-0b4e1808c02d	Wetland Samples of the Northern Rockies (Niwot Ridge)	{"lat":40.0522,"lon":-105.5887}	61419	2024-06-06 07:46:52.072-07
36f88c1d-b865-4875-a0c3-a23e4332c94d	Soil cores from tidal freshwater wetland in Mid-Atlantic EcoRegion from area undergoing accelerated sea level rise and wetland migration. Wild rice and cattail vegetation determine biogeochemical and physical characteristics of the rhizosphere. 	{"lat":38.7458,"lon":-76.7033}	61418	2024-06-05 12:32:19.099-07
95b7ee19-f3b1-47d5-a4d5-10e4d5994951	Soil samples from South Carolina, USA	{"lat":34.59,"lon":-81.65}	61417	2024-06-05 10:43:37.996-07
736456d5-952e-423e-90d9-dddd56bbb695	Wildfire and control soils from San Diego County, CA	{"lat":33.1491,"lon":-117.1788}	61416	2024-06-05 06:27:03.631-07
b43ffe39-5e29-4e6b-bf8b-473df7b753d8	Soil Samples Collected in Medicine Bow National Forest, WY	{"lat":41.066557,"lon":-106.118702}	61415	2024-06-04 08:49:03.407-07
553bf391-35f3-486f-a68f-f554253cd9ba	Soil Samples Collected in Medicine Bow National Forest, WY	{"lat":41.186006,"lon":-106.301224}	61415	2024-06-04 08:49:03.235-07
619aaf56-113b-4d03-8cd7-474ae4c5fb14	Soil Samples Collected in Medicine Bow National Forest, WY	{"lat":41.366219,"lon":-106.240975}	61415	2024-06-04 08:49:03.048-07
c244dbee-6449-4077-bc05-adb22accd0c4	Soil Samples Collected in Medicine Bow National Forest, WY	{"lat":41.274764,"lon":-106.247208}	61415	2024-06-04 08:49:03.157-07
e58bae47-b0a7-4a7b-a07f-dd95e3158ccd	Soil Samples collected in Medicine Bow National Forest, WY	{"lat":41.155084,"lon":-106.169621}	61415	2024-06-04 08:49:03.323-07
24851f68-b044-4e69-9eb3-f824b0012bc0	Mid-Atlantic Wetland Cores	{"lat":34.325426,"lon":-77.963726}	61414	2024-10-24 10:46:51.235-07
70da3a44-5afd-45c8-959b-795999fcbfd4	Mid-Atlantic Wetland - Long Creek	{"lat":34.3787,"lon":-77.97}	61414	2024-06-03 19:51:31.621-07
2f3de22d-9db2-424a-8e7c-c9711b61a6e0	Mid-Atlantic Wetland - Bottomland Hardwood, Holly Shelter	{"lat":34.5473,"lon":-77.8167}	61414	2024-06-03 19:51:31.694-07
b69e3c2f-4eb8-40fb-843e-804688f92393	Mid-Atlantic Wetland - Mesohaline	{"lat":34.0854,"lon":-77.9226}	61414	2024-06-03 19:51:31.32-07
3b18e36e-853a-4298-8e63-09c02753882e	Mid-Atlantic Wetland - UNCW LTER Site	{"lat":34.3589,"lon":-77.99}	61414	2024-06-03 19:51:31.524-07
fc482417-7955-477f-8771-677de43aeffc	Mid-Atlantic Wetland - Saline	{"lat":34.114,"lon":-77.9257}	61414	2024-06-03 19:51:31.244-07
3387b911-b050-4826-93aa-1fed0dc78d69	Mid-Atlantic Wetland - Native Vegetation	{"lat":34.3415,"lon":-77.9954}	61414	2024-06-03 19:51:31.456-07
161e8ceb-d52c-4832-8a48-bb7fc21e2f2a	Mid-Atlantic Wetland - Invasive Veg	{"lat":34.2977,"lon":-77.9557}	61414	2024-06-03 19:51:31.393-07
38b22ee7-c344-451c-962e-6996d0e82700	Soil samples from the Calhoun Experimental Forest in South Carolina, USA	{"lat":34.59,"lon":-81.66}	61413	2024-06-03 09:17:40.084-07
7e03ab5b-39fa-49e4-9839-03f0aabe83c9	Three MONet soil core sample sets from the PacificNorthwest ecoregion at Taku Harbor, Alaska under mixed, mature forest vegetation coverage. Sample cores collected from a natural, unmodified system.	{"lat":58.0663,"lon":-134.0294}	61412	2024-06-03 00:40:07.323-07
eec13a87-067a-4740-8238-97974e561bb2	Three MONet soil core sample sets from the Pacific Northwest ecoregion at Prince of Wales Island, Alaska under mixed, mature forest vegetation coverage. Sample cores collected from a natural, unmodified system.	{"lat":55.3216,"lon":-132.5402}	61412	2024-06-03 00:40:07.396-07
33283697-e640-4c82-8735-81eaf53eae29	Three MONet soil core sample sets from the Pacific Northwest ecoregion at Mendenhall Glacier, Alaska with no or pioneer species vegetation coverage. Sample cores collected from a natural, unmodified system.	{"lat":58.4419,"lon":-134.5523}	61412	2024-06-03 00:40:07.227-07
062b7cdb-e011-40a5-ad8e-d1a4ab8eb837	Rubisco activase	{"lat":33.4,"lon":111.9}	61411	2024-05-21 10:22:42.981-07
6629eebf-4daf-48c8-b4aa-bf43ab9718a2	Nebraska Alkaline Lakes	{"lat":"40.8137N","lon":96.7026}	61322	2024-03-07 14:20:00.902-08
6efd2369-2d5c-487a-b40d-61923746eb8b	Bacterial solution (motile and nonmotile Shewanella sp) will be provided by EMSL scientist Andy Plymale.	{"lat":46,"lon":119}	61282	2024-03-06 03:38:37.462-08
8bd29562-562b-4be8-9c69-f556704d4486	Hyphae on membranes	{"lat":37.679827,"lon":121.70557}	61333	2024-05-02 16:59:15.829-07
63729e95-36cf-423a-a2bd-97197445e11b	AMF Membranes	{"lon":-121.70557,"lat":37.679827}	61333	2024-03-07 16:19:42.495-08
2a4e5857-1a48-4055-8e6e-03220f2cc73b	Hyphosphere soil	{"lat":37.679827,"lon":-121.70557}	61333	2024-05-02 16:59:15.676-07
6a737a42-288a-4844-8211-1edf976a7bf8	Rhizochips	{"lat":37.679827,"lon":-121.70557}	61333	2024-03-07 16:19:42.208-08
eb0d6c56-4e9d-4613-b873-9d1f298ebda2	Micromodals	{"lat":37.679827,"lon":-121.70557}	61333	2024-03-07 16:19:42.358-08
660fb3fe-ddc1-45bd-bb38-56b292db328b	AMF biomass	{"lon":-121.70557,"lat":37.679827}	61333	2024-05-02 16:59:15.752-07
200e13d1-3541-46ea-816a-17572c90dfc8	Bacterial biomass	{"lat":37.679827,"lon":-121.70557}	61333	2024-05-02 16:59:15.585-07
f1ea5120-18fc-4d15-ad95-ae1dfd442afe	13C-labeled gas samples	{"lat":41.5265,"lon":70.6731}	61317	2024-03-07 13:44:13.76-08
7b1dc70b-89fc-4783-bf3a-872ee058a876	Liquid media culture	{"lat":41.5265,"lon":70.6731}	61317	2024-03-07 13:44:13.662-08
8dce630a-6baa-4960-8df7-873c297387b2	Soil samples	{"lat":42.3868,"lon":72.5301}	61317	2024-03-07 13:44:13.836-08
f6ab82e5-b4c7-40c0-8c53-a5bb848ceef4	Extracted water from 96 soils from the Washington State University Irrigated Agriculture Research and Extension Center field site located in Prosser, WA	{"lon":-119.73668086054424,"lat":46.25352965628439}	61321	2024-03-07 14:19:29.068-08
e66546a1-c988-4263-8cb6-bf7646861c30	48 soils from 0-1m depth from the Washington State University Irrigated Agriculture Research and Extension Center field site located in Prosser, WA	{"lat":46.25353707493651,"lon":-119.73668086054424}	61321	2024-03-07 14:19:28.799-08
46c22131-ab44-4dbb-8713-ff2488b734fa	Extracted DNA from 48 soils (at 2 timepoints) from the Washington State University Irrigated Agriculture Research and Extension Center field site located in Prosser, WA	{"lat":46.25352965628439,"lon":119.73664867403748}	61321	2024-03-07 14:19:28.926-08
df6a50cf-8d54-442a-a6bc-6d7d38f0f6bf	Extracted phospholipid-derived fatty acids from 48 soils (at 2 timepoints) from the Washington State University Irrigated Agriculture Research and Extension Center field site located in Prosser, WA	{"lat":46.253492563008805,"lon":-119.73668086054424}	61321	2024-03-07 14:19:29-08
c3966c95-9065-4b47-ad68-0e3074d39d89	Lichens Polycauliona coralloides and Polycauliona candelaria	{"lat":38.319,"lon":-123.05}	61296	2024-03-07 07:33:17.792-08
1927f8aa-d260-45e2-a9f1-5550660f6735	cell culture (pellet and supernatant) of microbial community	{"lat":37.82529298088671,"lon":-122.29375235971271}	61336	2024-03-07 16:25:07.767-08
8f0b1250-9865-48f7-baee-d32e22c23aa5	immobilized cells from environmental sample (from California, USA) on lignin	{"lat":37.82529298088671,"lon":-122.29375235971271}	61336	2024-03-07 16:25:07.689-08
1e42ffd6-76b7-4ff9-9b36-1683f9e0200f	156 soil samples depth 0-15cm from Prosser, WA	{"lat":46.25111,"lon":-119.72861}	61299	2024-03-07 09:04:01.708-08
f911c568-3c8e-4fa7-bb05-6e5781ab4498	96 samples of 0.5M HCl extracts from anion/cation resin strips glass fiber filtered	{"lon":-119.72861,"lat":46.2511}	61299	2024-03-07 09:04:01.793-08
ab1d8699-3db7-4d02-aaad-b72c5bbef51d	Cultures of the diplonemid Namystinia karyoxeno will be grown and kept at Northwestern University. Resin-embedded cells of this culture will ultimately brought to EMSL for nano-SIMS imaging.	{"lat":42.0565,"lon":-87.6753}	61332	2024-05-02 16:13:31.521-07
4187ecbd-18ae-416f-8b24-58ddf8af6e76	Cultures of the ciliate Loxodes sp. will be collected from Lake Michigan on Northwestern University's campus, where they will be kept and cultured. Dissolved extracted crystals will be brought to EMSL for ICP-MS analysis.	{"lat":42.0563,"lon":-87.62}	61332	2024-05-02 16:13:31.647-07
40e402e7-7ac3-4f55-9a56-f33028c076ea	Cultures of the ciliate Remanella sp. will be grown and kept at Northwestern University. Dissolved extracted crystals will be brought to EMSL for ICP-MS analysis.	{"lon":-87.6753,"lat":42.0565}	61332	2024-03-07 15:57:43.166-08
bdc8117f-5786-4674-ab9a-e37da105c2f9	Cultures of the diplonemid Lacrimia sp. will be grown and kept at Northwestern University. Dissolved extracted crystals will be brought to EMSL for ICP-MS analysis.	{"lon":-87.6753,"lat":42.0565}	61332	2024-03-07 15:57:43.013-08
6f4507d8-ab8d-48c4-ae59-4f5f7b0e85ee	Growth media spiked with stable barium or strontium isotopes for ICP analysis	{"lon":-87.6753,"lat":42.0565}	61332	2024-03-07 15:57:43.32-08
751b7c11-4f8b-4d8f-9abb-9c72cc52bfe5	Cultures of the cyanobacteria Gloeomargarita lithophora will be grown and kept at Northwestern University. Dissolved extracted crystals will be brought to EMSL for ICP-MS analysis.	{"lat":42.0565,"lon":-87.6753}	61332	2024-03-07 15:57:42.838-08
e982124f-818e-4773-88be-aeab3d9e64f7	Cultures of the ciliate Remanella sp. will be grown and kept at Northwestern University. Resin-embedded cells of this culture will ultimately brought to EMSL for nano-SIMS imaging.	{"lat":42.0565,"lon":-87.6753}	61332	2024-05-02 16:13:31.584-07
bf89ccc4-e32f-44ec-9cbc-4436345f0660	Cultures of the ciliate Loxodes sp. will be collected from Lake Michigan on Northwestern University's campus, where they will be kept and cultured.  Resin-embedded cells of this culture will ultimately brought to EMSL for nano-SIMS imaging.	{"lat":42.0563,"lon":-87.672}	61332	2024-05-02 16:13:31.734-07
6857120b-d099-4456-bbbb-e0de6907c66c	Cultures of the diplonemid Lacrimia sp. will be grown and kept at Northwestern University. Resin-embedded cells of this culture will ultimately brought to EMSL for nano-SIMS imaging.	{"lat":42.0565,"lon":-87.6753}	61332	2024-05-02 16:13:31.862-07
00323f0d-f92a-4265-b5c8-cd56de1ff085	Cultures of the cyanobacteria Gloeomargarita lithophora will be grown and kept at Northwestern University. Resin-embedded cells of this culture will ultimately brought to EMSL for TEM or nano-SIMS imaging.	{"lat":42.0565,"lon":-87.6753}	61332	2024-05-02 16:13:31.925-07
7814e221-299a-450b-bc1a-4a3ad8c6c2d8	Cultures of the desmid Penium margaritaceum will be grown and kept at Northwestern University. Resin-embedded cells of this culture will ultimately brought to EMSL for nano-SIMS imaging.	{"lat":42.0565,"lon":-87.6753}	61332	2024-05-02 16:13:31.799-07
